"ko","outdegree","n_sig","all_inside","frac_targets_sig","network","col"
"IQCJ-SCHIP1",737,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"IQGAP2",773,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"IRAK3",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"IRF8",737,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"IRS2",753,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ITFG1",1,2,TRUE,1,"MS microglia, lesion net","#c0392b"
"ITGAV",622,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ITGAX",712,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ITM2B",769,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ITPR1",688,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ITPR2",730,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ITSN2",338,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"JAK1",725,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"JAK2",699,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"JARID2",661,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"JAZF1",756,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"JMJD1C",676,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KANSL1",743,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KAT6A",562,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KCNIP1",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KCNK13",748,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KCNMA1",766,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KCNQ3",756,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KCTD12",743,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KDM2A",555,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KDM4C",3,4,TRUE,1,"MS microglia, lesion net","#c0392b"
"KDM6A",247,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KHDRBS3",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KIAA1109",457,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KIF16B",661,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KLHL6",747,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KMT2C",240,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KMT2E",616,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"KYNU",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"L3MBTL4",699,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LAPTM5",740,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LCOR",431,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LCORL",397,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LDLRAD4",772,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LHFPL2",764,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LIMS1",726,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LINC00278",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LINC01091",709,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LINC01374",752,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LINC01473",327,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LINC02232",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LINC02798",763,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LNCAROD",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LPCAT2",748,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LPP",747,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRBA",663,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRCH1",719,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRMDA",743,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRRC4C",746,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRRC8D",670,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRRK1",739,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LRRK2",752,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LY86",692,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LYN",739,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"LYST",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MACF1",525,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MACROD2",600,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAF",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MALAT1",772,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAML2",757,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAML3",730,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAN1A1",739,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAN1C1",736,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAN2A1",768,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MANBA",737,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAP3K2",681,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAP3K5",666,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAP4K3",636,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAP4K4",722,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MAPKAP1",720,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MARCH1",647,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MARCH3",512,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MARK3",578,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MBD5",212,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MBNL1",770,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MBNL2",690,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MBP",718,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MED13L",761,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MEF2A",763,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MEF2C",742,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MEF2C-AS1",693,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MERTK",645,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MGAT4A",736,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MGAT5",756,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MIR181A1HG",747,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MIR646HG",571,3,TRUE,0.00350262697022767,"MS microglia, lesion net","#c0392b"
"MIR99AHG",767,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MITF",777,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MKLN1",705,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MLLT10",602,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MRTFA",546,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MS4A4A",754,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MS4A6A",725,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MSI2",685,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MSR1",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MTHFD1L",748,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MTSS1",746,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MVB12B",733,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MYCBP2",726,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MYO1D",764,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MYO1E",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MYO1F",724,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MYO5A",744,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MYO9B",730,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"N4BP2L2",716,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NAALADL2",702,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NAMPT",761,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NAV2",713,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NAV3",776,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NBEA",683,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NCK2",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NCKAP5",672,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NCOA1",465,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NCOA2",662,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NCOA3",692,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NEAT1",760,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NEDD4L",436,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NEK7",735,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NF1",567,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NFAT5",592,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NFATC2",749,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NFIA",703,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NFKB1",504,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NHSL1",775,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NIBAN1",760,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NIPBL",731,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NLK",648,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NPAS3",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NPL",759,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NR3C1",710,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NR3C2",593,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NRIP1",682,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NSMCE2",604,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"NUMB",275,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"OSBPL1A",587,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"OSBPL3",684,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"OSBPL8",692,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"OXR1",758,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"P2RY12",759,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"P4HA1",729,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PABPC1",695,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PACS1",202,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PADI2",769,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PAG1",729,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PALD1",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PAN3",678,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PARP14",751,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PARP8",676,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PBX3",725,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PCCA",393,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PCDH9",560,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PCM1",590,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PCNX2",754,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PDE3B",713,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PDE4B",770,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PDE4D",737,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PDE8A",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PDGFC",767,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PDS5B",683,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PEAK1",733,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PECAM1",676,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PELI1",729,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PELI2",721,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PFKFB3",766,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PHACTR2",584,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PHC2",737,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PHC3",420,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PHF21A",703,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PHIP",626,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PIAS1",579,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PICALM",760,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PIK3AP1",752,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PIK3R1",284,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PIK3R5",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PIP4K2A",193,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PKN2",644,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PLCG2",464,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PLCL1",758,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PLCL2",719,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PLSCR1",757,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PLXDC2",759,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PNISR",522,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"POU2F1",630,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPARD",764,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPARG",768,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPM1L",632,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPP1R12A",507,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPP2R5C",705,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPP3CA",691,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PPP6R3",571,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PREX1",716,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRKAG2",761,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRKCA",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRKCB",741,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRKCE",753,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRKCH",676,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRKN",725,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PRRC2C",709,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PSAP",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PSMA1",459,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTBP3",712,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTEN",533,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTK2",469,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTPN2",753,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTPRC",726,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTPRE",772,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTPRG",754,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTPRJ",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PTPRM",729,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"PUM2",632,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"QKI",733,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"R3HDM2",301,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAB10",747,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAB1A",680,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAB31",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RABGAP1L",629,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAD51B",673,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RALGAPA2",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAP1A",476,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAPGEF1",770,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAPGEF2",548,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RAPGEF6",687,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RASA1",714,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RASAL2",727,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RASGEF1C",767,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RASSF3",668,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RASSF8",731,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RB1",685,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RBM47",761,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RBM6",413,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RBMS1",714,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RBPJ",585,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RCSD1",609,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RERE",420,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"REV3L",716,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RFX3",717,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RGL1",761,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RGS1",756,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RHBDF2",772,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RICTOR",723,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RIN2",667,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RIN3",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RNASET2",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RNF13",770,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RNF130",615,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RNF144B",744,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RNF149",760,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RNF213",716,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ROCK1",611,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RREB1",418,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RSRC1",518,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RTN4",739,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RTTN",712,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RUNX1",764,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"RUNX2",749,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SAMD12",335,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SAMD4A",768,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SAMSN1",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SAT1",770,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SBF2",662,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SCAF11",525,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SCAPER",336,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SCFD2",695,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SCIN",747,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SDCBP",763,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SDCCAG8",546,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SDK1",749,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SEC14L1",753,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SENP6",668,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SERPINE1",506,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SETD2",539,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SETX",528,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SFMBT2",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SGK1",737,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SGK3",680,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SGMS1",579,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SH3BGRL",728,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SH3KBP1",734,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SH3RF3",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SHTN1",755,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SIK3",686,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SIPA1L1",767,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SIPA1L2",608,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SKAP2",553,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SKI",760,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLA",742,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC11A1",776,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC16A10",747,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC1A3",759,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC22A23",751,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC25A13",643,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC25A37",766,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC2A13",525,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC2A3",744,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC39A11",657,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC44A1",612,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC4A7",753,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC8A1",711,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLC9A9",702,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SLCO2B1",735,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SMAD2",681,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SMAP2",740,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SMARCA2",520,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SMCHD1",722,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SMURF2",541,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SMYD3",611,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SNCA",643,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SND1",743,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SNX13",682,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SNX29",746,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SOCS6",758,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SORL1",764,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SORT1",719,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SOS1",640,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SP100",612,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPATA13",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPECC1",722,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPI1",589,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPIDR",720,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPIRE1",767,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPP1",766,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPPL3",637,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPRED1",722,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SPTLC2",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRGAP1",740,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRGAP2",771,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRGAP2B",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRGAP2C",757,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRGAP3",643,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRGN",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRPK2",685,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SRRM2",730,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SSBP2",706,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SSH1",713,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SSH2",769,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ST18",672,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ST6GAL1",773,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ST6GALNAC3",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ST8SIA4",318,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"STAG1",643,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"STARD13",767,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"STAT3",756,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"STAU2",643,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"STK3",532,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"STX7",736,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SUCLG2",381,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SUMF1",629,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SUPT3H",659,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SUSD6",375,12,TRUE,0.0293333333333333,"MS microglia, lesion net","#c0392b"
"SWAP70",657,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SYK",726,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SYNDIG1",777,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"SYTL3",764,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TAB2",739,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TANC2",754,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TANK",507,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TAOK3",271,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBC1D1",709,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBC1D12",659,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBC1D14",772,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBC1D22A",711,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBC1D4",744,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBC1D5",713,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBL1XR1",648,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TBXAS1",659,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TCF12",728,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TCF4",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TENM4",512,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TENT2",723,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TET2",688,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"TFEC",762,1,TRUE,0,"MS microglia, lesion net","#c0392b"
